Transcript PK, Syllable PK, Sequence PK
ˈtæblɔɪd, ɔɪd, 2
ˈtæblət, æb, 1
ˈtæblət, ət, 2
ˈtæksˌpeɪə(r), æk, 1
ˈtæksˌpeɪə(r), ɪər, 2
ˈtæktɪk, æk, 1
ˈtæktɪk, yk, 2
ˈtæmpə(r), æm, 1
ˈtæmpə(r), ər, 2
ˈtæpɪŋˈtæpɪŋˈtæpɪŋ, æp, 1
ˈtæpɪŋˈtæpɪŋˈtæpɪŋ, yŋ, 2
ˈtæpɪŋˈtæpɪŋˈtæpɪŋ, æp, 3
ˈtæpɪŋˈtæpɪŋˈtæpɪŋ, yŋ, 4
ˈtæpɪŋˈtæpɪŋˈtæpɪŋ, æp, 5
ˈtæpɪŋˈtæpɪŋˈtæpɪŋ, yŋ, 6
ˈtærɪf, ær, 1
ˈtærɪf, yf, 2
ˈtɑː(r)nɪʃ, ɑːr, 1
ˈtɑː(r)nɪʃ, yʃ, 2
ˈtɑː(r)ɡɪt, ɑːr, 1
ˈtɑː(r)ɡɪt, yt, 2
ˈtɒləreɪt, ɒl, 1
ˈtɒləreɪt, ər, 2
ˈtɒləreɪt, eɪt, 3
ˈtɒpɪk, ɒp, 1
ˈtɒpɪk, yk, 2
ˈtɒpɪŋ, ɒp, 1
ˈtɒpɪŋ, yŋ, 2
ˈtəʊt(ə)l, əʊt, 1
ˈtəʊt(ə)l, əl, 2
ˈtəʊt(ə)ld, əʊt, 1
ˈtəʊt(ə)ld, əl, 2
ˈtəʊt(ə)lɪŋ, əʊt, 1
ˈtəʊt(ə)lɪŋ, əl, 2
ˈtəʊt(ə)lɪŋ, yŋ, 3
ˈtɛrɪˌfaɪdˈtɛrɪˌfaɪd, yf, 1
ˈtɛrɪˌfaɪdˈtɛrɪˌfaɪd, aɪd, 2
ˈtɛrɪˌfaɪdˈtɛrɪˌfaɪd, yf, 3
ˈtɛrɪˌfaɪdˈtɛrɪˌfaɪd, aɪd, 4
ˈtɜː(r)mɪneɪt, ɜːr, 1
ˈtɜː(r)mɪneɪt, yn, 2
ˈtɜː(r)mɪneɪt, eɪt, 3
ˈtɜː(r)nɪŋ, ɜːr, 1
ˈtɜː(r)nɪŋ, yŋ, 2
ˈtɪkə(r), yk, 1
ˈtɪkə(r), ər, 2
ˈtɪkɪt, yk, 1
ˈtɪkɪt, yt, 2
ˈtɪərɪ, ɪər, 1
ˈtʃeə(r)mən, eər, 1
ˈtʃeə(r)mən, ən, 2
ˈtʃeɪndʒɪŋ, eɪn, 1
ˈtʃeɪndʒɪŋ, yŋ, 2
ˈtʃeɪs(ə)n, eɪs, 1
ˈtʃeɪs(ə)n, ən, 2
ˈtʃeɪsənd, eɪs, 1
ˈtʃeɪsənd, ən, 2
ˈtʃiːˌtʃiː, iːtʃ, 1
ˈtʃæləndʒ, æl, 1
ˈtʃæləndʒ, ən, 2
ˈtʃælɪndʒd, æl, 1
ˈtʃælɪndʒd, yn, 2
ˈtʃælɪndʒɪŋ, æl, 1
ˈtʃælɪndʒɪŋ, yn, 2
ˈtʃælɪndʒɪŋ, yŋ, 3
ˈtʃæmpiən, æm, 1
ˈtʃæn(ə)l, æn, 1
ˈtʃæn(ə)l, əl, 2
ˈtʃænɪŋ, æn, 1
ˈtʃænɪŋ, yŋ, 2
ˈtʃærəti, ær, 1
ˈtʃærəti, ət, 2
ˈtʃɑː(r)tə(r)d, ɑːr, 1
ˈtʃɑː(r)tə(r)d, ər, 2
ˈtʃɑːndlə, ɑːn, 1
ˈtʃəʊkɪŋ, əʊk, 1
ˈtʃəʊkɪŋ, yŋ, 2
ˈtʃəʊz(ə)n, əʊz, 1
ˈtʃəʊz(ə)n, ən, 2
ˈtʃɛkɪŋ, yŋ, 1
ˈtʃɛnˈtʃæŋ, æŋ, 1
ˈtʃɛsəˌpik, əp, 1
ˈtʃɛŋˈtʃæŋ, æŋ, 1
ˈtʃɪldrən, yl, 1
ˈtʃɪldrən, ən, 2
ˈtʃɪlɪ, yl, 1
ˈtʃɪlɪən, yl, 1
ˈtʃɪlɪən, ɪən, 2
ˈtʃɪpsɛt, yp, 1
ˈtʃɪə(r)ˌliːdə(r), ɪər, 1
ˈtʃɪə(r)ˌliːdə(r), iːd, 2
ˈtʃɪə(r)ˌliːdə(r), ər, 3
ˈtʊərɪst, ʊər, 1
ˈtʊərɪst, ys, 2
ˈtʌmb(ə)l, ʌm, 1
ˈtʌmb(ə)l, əl, 2
ˈtʌs(ə)l, ʌs, 1
ˈtʌs(ə)l, əl, 2
ˈtʌtʃɪŋ, ʌtʃ, 1
ˈtʌtʃɪŋ, yŋ, 2
ˈvaɪrəs, aɪr, 1
ˈvaɪrəs, əs, 2
ˈvaɪəleɪt, ɪəl, 1
ˈvaɪəleɪt, eɪt, 2
ˈvaʊtʃə(r), aʊtʃ, 1
ˈvaʊtʃə(r), ər, 2
ˈvaʊəl, ʊəl, 1
ˈvedʒtəb(ə)l, edʒ, 1
ˈvedʒtəb(ə)l, əb, 2
ˈvedʒtəb(ə)l, əl, 3
ˈvendə(r), en, 1
ˈvendə(r), ər, 2
ˈvenjuː, en, 1
ˈventʃə(r), en, 1
ˈventʃə(r), ər, 2
ˈverɪfaɪ, er, 1
ˈverɪfaɪ, yf, 2
ˈves(ə)l, es, 1
ˈves(ə)l, əl, 2
ˈvet(ə)rən, et, 1
ˈvet(ə)rən, ər, 2
ˈvet(ə)rən, ən, 3
ˈveəriɪŋ, eər, 1
ˈveərɪd, eər, 1
ˈveərɪd, yd, 2
ˈveɪkənsi, eɪk, 1
ˈveɪkənsi, ən, 2
ˈveɪɡrənt, ən, 1
ˈviːzə, iːz, 1
ˈviːɪk(ə)l, yk, 1
ˈviːɪk(ə)l, əl, 2
ˈvjuːɪŋ, yŋ, 1
ˈvæljuː, æl, 1
ˈvæljuːdˈvæljud, æl, 1
ˈvæljuːdˈvæljud, uːd, 2
ˈvæljuːdˈvæljud, æl, 3
ˈvæljuːdˈvæljud, ud, 4
ˈvæljuːz, æl, 1
ˈvæljuːz, uːz, 2
ˈvælɪdeɪt, æl, 1
ˈvælɪdeɪt, yd, 2
ˈvælɪdeɪt, eɪt, 3
ˈvændəlaɪz, æn, 1
ˈvændəlaɪz, əl, 2
ˈvændəlaɪz, aɪz, 3
ˈvænɪʃ, æn, 1
ˈvænɪʃ, yʃ, 2
ˈvɒljuːm, ɒl, 1
ˈvɒljuːm, uːm, 2
ˈvɔɪdɪd, ɔɪd, 1
ˈvɔɪdɪd, yd, 2
ˈvəʊtə(r), əʊt, 1
ˈvəʊtə(r), ər, 2
ˈvəʊtɪŋ, əʊt, 1
ˈvəʊtɪŋ, yŋ, 2
ˈvɛndɪŋ, yŋ, 1
ˈvɛstɪd, yd, 1
ˈvɛtɪŋ, yŋ, 1
ˈvɜː(r)mɪn, ɜːr, 1
ˈvɜː(r)mɪn, yn, 2
ˈvɜː(r)tɪbrət, ɜːr, 1
ˈvɜː(r)tɪbrət, yb, 2
ˈvɜː(r)tɪbrət, ət, 3
ˈvɜː(r)ʃ(ə)n, ɜːr, 1
ˈvɜː(r)ʃ(ə)n, ən, 2
ˈvɪktɪm, yk, 1
ˈvɪktɪm, ym, 2
ˈvɪlɪfaɪ, yl, 1
ˈvɪlɪfaɪ, yf, 2
ˈvɪntɪdʒ, yn, 1
ˈvɪntɪdʒ, ydʒ, 2
ˈvɪzɪt, yz, 1
ˈvɪzɪt, yt, 2
ˈvɪzɪtə(r), yz, 1
ˈvɪzɪtə(r), yt, 2
ˈvɪzɪtə(r), ər, 3
ˈvɪzɪtɪŋ, yz, 1
ˈvɪzɪtɪŋ, yt, 2
ˈvɪzɪtɪŋ, yŋ, 3
ˈwaɪd(ə)n, aɪd, 1
ˈwaɪd(ə)n, ən, 2
ˈwaɪdənɪŋ, aɪd, 1
ˈwaɪdənɪŋ, ən, 2
ˈwaɪdənɪŋ, yŋ, 3
ˈwaɪə(r)ləs, ɪər, 1
ˈwaɪə(r)ləs, əs, 2
ˈwaɪərɪŋ, ɪər, 1
ˈwaɪərɪŋ, yŋ, 2
ˈwebˌsaɪt, eb, 1
ˈwebˌsaɪt, aɪt, 2
ˈwelkəm, el, 1
ˈwelkəm, əm, 2
ˈwelkəmɪŋ, el, 1
ˈwelkəmɪŋ, əm, 2
ˈwelkəmɪŋ, yŋ, 3
ˈwelθi, el, 1
ˈwepən, ep, 1
ˈwepən, ən, 2
ˈweðə(r), eð, 1
ˈweðə(r), ər, 2
ˈweə(r)ˌhaʊs, eər, 1
ˈweə(r)ˌhaʊs, aʊs, 2
ˈweə(r)ˌhaʊzɪŋ, eər, 1
ˈweə(r)ˌhaʊzɪŋ, aʊz, 2
ˈweə(r)ˌhaʊzɪŋ, yŋ, 3
ˈweərəˌbaʊts, eər, 1
ˈweərəˌbaʊts, əb, 2
ˈweərəˌbaʊts, aʊt, 3
ˈweərɪŋ, eər, 1
ˈweərɪŋ, yŋ, 2
ˈweɪdʒə(r), eɪdʒ, 1
ˈweɪdʒə(r), ər, 2
ˈweɪdʒɪzweɪdʒɪz, eɪdʒ, 1
ˈweɪdʒɪzweɪdʒɪz, yz, 2
ˈweɪdʒɪzweɪdʒɪz, eɪdʒ, 3
ˈweɪdʒɪzweɪdʒɪz, yz, 4
ˈweɪlɪŋ, eɪl, 1
ˈweɪlɪŋ, yŋ, 2
ˈweɪnɪŋ, eɪn, 1
ˈweɪnɪŋ, yŋ, 2
ˈweɪstɪd, eɪs, 1
ˈweɪstɪd, yd, 2
ˈweɪtɪd, eɪt, 1
ˈweɪtɪd, yd, 2
ˈweɪtɪŋ, eɪt, 1
ˈweɪtɪŋ, yŋ, 2
ˈweɪvə(r), eɪv, 1
ˈweɪvə(r), ər, 2
ˈweɪvərz, eɪv, 1
ˈweɪvərz, ər, 2
ˈwiːknəs, iːk, 1
ˈwiːknəs, əs, 2
ˈwiːkən, iːk, 1
ˈwiːkən, ən, 2
ˈwiːkənɪŋ, iːk, 1
ˈwiːkənɪŋ, ən, 2
ˈwiːkənɪŋ, yŋ, 3
ˈwiːlˌbærəʊ, iːl, 1
ˈwiːlˌbærəʊ, ær, 2
ˈwɒntɪd, ɒn, 1
ˈwɒntɪd, yd, 2
ˈwɒntɪŋ, ɒn, 1
ˈwɒntɪŋ, yŋ, 2
ˈwɒrənt, ɒr, 1
ˈwɒrənt, ən, 2
ˈwɒrəntɪd, ɒr, 1
ˈwɒrəntɪd, ən, 2
ˈwɒrəntɪd, yd, 3
ˈwɒtʃə, ɒtʃ, 1
ˈwɒtʃˌdɒɡ, ɒtʃ, 1
ˈwɒʃɪŋ, ɒʃ, 1
ˈwɒʃɪŋ, yŋ, 2
ˈwɔː(r)mɪŋ, ɔːr, 1
ˈwɔː(r)mɪŋ, yŋ, 2
ˈwɔː(r)nɪŋ, ɔːr, 1
ˈwɔː(r)nɪŋ, yŋ, 2
ˈwɔːkɪŋ, ɔːk, 1
ˈwɔːkɪŋ, yŋ, 2
ˈwɔːtə(r), ɔːt, 1
ˈwɔːtə(r), ər, 2
ˈwɔːtəz, ɔːt, 1
ˈwɔːtəz, əz, 2
ˈwɛlɪŋ, yŋ, 1
ˈwɛðərɪŋ, ər, 1
ˈwɛðərɪŋ, yŋ, 2
ˈwɜː(r)kə(r), ɜːr, 1
ˈwɜː(r)kə(r), ər, 2
ˈwɜː(r)kɪŋ, ɜːr, 1
ˈwɜː(r)kɪŋ, yŋ, 2
ˈwɜː(r)kɪŋz, ɜːr, 1
ˈwɜː(r)kɪŋz, yŋ, 2
ˈwɜː(r)kˌləʊd, ɜːr, 1
ˈwɜː(r)kˌləʊd, əʊd, 2
ˈwɜː(r)s(ə)n, ɜːr, 1
ˈwɜː(r)s(ə)n, ən, 2
ˈwɜːsənɪŋ, ɜːs, 1
ˈwɜːsənɪŋ, ən, 2
ˈwɜːsənɪŋ, yŋ, 3
ˈwɪlɪŋ, yl, 1
ˈwɪlɪŋ, yŋ, 2
ˈwɪndəʊz, yn, 1
ˈwɪndəʊz, əʊz, 2
ˈwɪnɪŋ, yn, 1
ˈwɪnɪŋ, yŋ, 2
ˈwɪpˌsɔː, yp, 1
ˈwɪtʃɪŋ, ytʃ, 1
ˈwɪtʃɪŋ, yŋ, 2
ˈwɪərɪd, ɪər, 1
ˈwɪərɪd, yd, 2
ˈwʊmən, ʊm, 1
ˈwʊmən, ən, 2
ˈwʌndə(r), ʌn, 1
ˈwʌndə(r), ər, 2
ˈwʌri, ʌr, 1
ˈwʌrid, ʌr, 1
ˈwʌriɪŋ, ʌr, 1
ˈædvəkeɪt, æd, 1
ˈædvəkeɪt, ək, 2
ˈædvəkeɪt, eɪt, 3
ˈædəm, æd, 1
ˈædəm, əm, 2
ˈædɪd, æd, 1
ˈædɪd, yd, 2
ˈædɪŋ, æd, 1
ˈædɪŋ, yŋ, 2
ˈædɪˌleɪd, æd, 1
ˈædɪˌleɪd, yl, 2
ˈædɪˌleɪd, eɪd, 3
ˈædʌlt, æd, 1
ˈædʌlt, ʌl, 2
ˈækses, æk, 1
ˈækses, es, 2
ˈæksɪd(ə)nt, æk, 1
ˈæksɪd(ə)nt, yd, 2
ˈæksɪd(ə)nt, ən, 3
ˈæktɪvɪst, æk, 1
ˈæktɪvɪst, yv, 2
ˈæktɪvɪst, ys, 3
ˈæktɪŋ, æk, 1
ˈæktɪŋ, yŋ, 2
ˈækʃ(ə)n, æk, 1
ˈækʃ(ə)n, ən, 2
ˈælaɪ, æl, 1
ˈælaɪd, æl, 1
ˈælaɪd, aɪd, 2
ˈælaɪz, æl, 1
ˈælaɪz, aɪz, 2
ˈælfə, æl, 1
ˈælə(r)dʒi, æl, 1
ˈælə(r)dʒi, ər, 2
ˈæləkeɪt, æl, 1
ˈæləkeɪt, ək, 2
ˈæləkeɪt, eɪt, 3
ˈælən, æl, 1
ˈælən, ən, 2
ˈælənˈælən, æl, 1
ˈælənˈælən, ən, 2
ˈælənˈælən, æl, 3
ˈælənˈælən, ən, 4
ˈæləˌweɪ, æl, 1
ˈæləˌweɪ, əw, 2
ˈælɡəˌrɪð(ə)m, æl, 1
ˈælɡəˌrɪð(ə)m, ər, 2
ˈælɡəˌrɪð(ə)m, yð, 3
ˈælɡəˌrɪð(ə)m, əm, 4
ˈæmhɜːst, æm, 1
ˈæmhɜːst, ɜːs, 2
ˈæmplɪˌfaɪ, æm, 1
ˈæmplɪˌfaɪ, yf, 2
ˈæmətə(r), æm, 1
ˈæmətə(r), ət, 2
ˈæmətə(r), ər, 3
ˈæmɛks, æm, 1
ˈændiːz, æn, 1
ˈændiːz, iːz, 2
ˈændəsən, æn, 1
ˈændəsən, əs, 2
ˈændəsən, ən, 3
ˈæntənɪ, æn, 1
ˈæntənɪ, ən, 2
ˈæntɪˌkweɪtɪd, æn, 1
ˈæntɪˌkweɪtɪd, yk, 2
ˈæntɪˌkweɪtɪd, eɪt, 3
ˈæntɪˌkweɪtɪd, yd, 4
ˈænəlaɪz, æn, 1
ˈænəlaɪz, əl, 2
ˈænəlaɪz, aɪz, 3
ˈænəlɪst, æn, 1
ˈænəlɪst, əl, 2
ˈænəlɪst, ys, 3
ˈænɪm(ə)l, æn, 1
ˈænɪm(ə)l, ym, 2
ˈænɪm(ə)l, əl, 3
ˈænʒənjuː, æn, 1
ˈænʒənjuː, ən, 2
ˈænˈweɪ, æn, 1
ˈæp(ə)l, æp, 1
ˈæp(ə)l, əl, 2
ˈæpəlz, æp, 1
ˈæpəlz, əl, 2
ˈæpətaɪt, æp, 1
ˈæpətaɪt, ət, 2
ˈæpətaɪt, aɪt, 3
ˈæset, æs, 1
ˈæset, et, 2
ˈæspekt, æs, 1
ˈæspekt, ek, 2
ˈæstbərɪ, æs, 1
ˈæstbərɪ, ər, 2
ˈæsɛts, æs, 1
ˈætɪkə, æt, 1
ˈætɪkə, yk, 2
ˈætɪˌtjuːd, æt, 1
ˈætɪˌtjuːd, yt, 2
ˈætɪˌtjuːd, uːd, 3
ˈæv(ə)rɪdʒ, æv, 1
ˈæv(ə)rɪdʒ, ər, 2
ˈæv(ə)rɪdʒ, ydʒ, 3
ˈævəˌnjuː, æv, 1
ˈævəˌnjuː, ən, 2
ˈæŋkə(r), æŋ, 1
ˈæŋkə(r), ər, 2
ˈæŋɡə(r), æŋ, 1
ˈæŋɡə(r), ər, 2
ˈæɡrəˌveɪtɪd, əv, 1
ˈæɡrəˌveɪtɪd, eɪt, 2
ˈæɡrəˌveɪtɪd, yd, 3
ˈæɡrɪɡət, ət, 1
ˈæʃkrɒft, æʃ, 1
ˈæʃkrɒft, ɒf, 2
ˈæʃlɪ, æʃ, 1
ˈæʃtən, æʃ, 1
ˈæʃtən, ən, 2
ˈæθliːt, æθ, 1
ˈæθliːt, iːt, 2
ˈɑː(r)kɪˌtekt, ɑːr, 1
ˈɑː(r)kɪˌtekt, yt, 2
ˈɑː(r)kɪˌtekt, ek, 3
ˈɑː(r)s(ə)n(ə)l, ɑːr, 1
ˈɑː(r)s(ə)n(ə)l, ən, 2
ˈɑː(r)s(ə)n(ə)l, əl, 3
ˈɑː(r)tɪk(ə)l, ɑːr, 1
ˈɑː(r)tɪk(ə)l, yk, 2
ˈɑː(r)tɪk(ə)l, əl, 3
ˈɑː(r)tɪst, ɑːr, 1
ˈɑː(r)tɪst, ys, 2
ˈɑː(r)tˌwɜː(r)k, ɑːr, 1
ˈɑː(r)tˌwɜː(r)k, ɜːr, 2
ˈɑː(r)ɡju, ɑːr, 1
ˈɑː(r)ɡjʊmənt, ɑːr, 1
ˈɑː(r)ɡjʊmənt, ʊm, 2
ˈɑː(r)ɡjʊmənt, ən, 3
ˈɑːftə(r), ɑːf, 1
ˈɑːftə(r), ər, 2
ˈɑːftə(r)ˌʃɒk, ɑːf, 1
ˈɑːftə(r)ˌʃɒk, ər, 2
ˈɑːftə(r)ˌʃɒk, ɒk, 3
ˈɑːliː, ɑːl, 1
ˈɑːndreɪ, ɑːn, 1
ˈɑːnsə(r), ɑːn, 1
ˈɑːnsə(r), ər, 2
ˈɑːtɪkəlz, ɑːt, 1
ˈɑːtɪkəlz, yk, 2
ˈɑːtɪkəlz, əl, 3
ˈɑːtɪmɪs, ɑːt, 1
ˈɑːtɪmɪs, ym, 2
ˈɑːtɪmɪs, ys, 3
ˈɑːθə, ɑːθ, 1
ˈɒblɪˌɡeɪtɪd, ɒb, 1
ˈɒblɪˌɡeɪtɪd, eɪt, 2
ˈɒblɪˌɡeɪtɪd, yd, 3
ˈɒf(ə)rɪŋ, ɒf, 1
ˈɒf(ə)rɪŋ, ər, 2
ˈɒf(ə)rɪŋ, yŋ, 3
ˈɒfə(r), ɒf, 1
ˈɒfə(r), ər, 2
ˈɒfɪs, ɒf, 1
ˈɒfɪs, ys, 2
ˈɒfɪsə(r), ɒf, 1
ˈɒfɪsə(r), ys, 2
ˈɒfɪsə(r), ər, 3
ˈɒfɪŋ, ɒf, 1
ˈɒfɪŋ, yŋ, 2
ˈɒfˌset, ɒf, 1
ˈɒfˌset, et, 2
ˈɒkjʊpaɪ, ɒk, 1
ˈɒkjʊpaɪ, ʊp, 2
ˈɒlɪɡɑː(r)k, ɒl, 1
ˈɒlɪɡɑː(r)k, ɑːr, 2
ˈɒnə(r), ɒn, 1
ˈɒnə(r), ər, 2
ˈɒptɪmɪst, ɒp, 1
ˈɒptɪmɪst, ym, 2
ˈɒptɪmɪst, ys, 3
ˈɒpəreɪt, ɒp, 1
ˈɒpəreɪt, ər, 2
ˈɒpəreɪt, eɪt, 3
ˈɒpəˌreɪtə(r), ɒp, 1
ˈɒpəˌreɪtə(r), ər, 2
ˈɒpəˌreɪtə(r), eɪt, 3
ˈɒpəˌreɪtə(r), ər, 4
ˈɒpʃ(ə)n, ɒp, 1
ˈɒpʃ(ə)n, ən, 2
ˈɒrɪdʒɪn, ɒr, 1
ˈɒrɪdʒɪn, ydʒ, 2
ˈɒrɪdʒɪn, yn, 3
ˈɒstrɪə, ɒs, 1
ˈɒsɪleɪt, ɒs, 1
ˈɒsɪleɪt, yl, 2
ˈɒsɪleɪt, eɪt, 3
ˈɔlˌtaɪm, aɪm, 1
ˈɔː(r)də(r), ɔːr, 1
ˈɔː(r)də(r), ər, 2
ˈɔː(r)də(r)d, ɔːr, 1
ˈɔː(r)də(r)d, ər, 2
ˈɔː(r)kɪˌstreɪt, ɔːr, 1
ˈɔː(r)kɪˌstreɪt, ys, 2
ˈɔː(r)kɪˌstreɪt, eɪt, 3
ˈɔː(r)ɡənaɪz, ɔːr, 1
ˈɔː(r)ɡənaɪz, ən, 2
ˈɔː(r)ɡənaɪz, aɪz, 3
ˈɔː(r)ɡənaɪzd, ɔːr, 1
ˈɔː(r)ɡənaɪzd, ən, 2
ˈɔː(r)ɡənaɪzd, aɪz, 3
ˈɔːdɪt, ɔːd, 1
ˈɔːdɪt, yt, 2
ˈɔːdɪtə(r), ɔːd, 1
ˈɔːdɪtə(r), yt, 2
ˈɔːdɪtə(r), ər, 3
ˈɔːdɪtɪŋ, ɔːd, 1
ˈɔːdɪtɪŋ, yt, 2
ˈɔːdɪtɪŋ, yŋ, 3
ˈɔːklənd, ɔːk, 1
ˈɔːklənd, ən, 2
ˈɔːkʃ(ə)n, ɔːk, 1
ˈɔːkʃ(ə)n, ən, 2
ˈɔːspɪsɪz, ɔːs, 1
ˈɔːspɪsɪz, ys, 2
ˈɔːspɪsɪz, yz, 3
ˈɔːtəməˌbiːl, ɔːt, 1
ˈɔːtəməˌbiːl, əm, 2
ˈɔːtəməˌbiːl, əb, 3
ˈɔːtəməˌbiːl, iːl, 4
ˈɔːtəʊˌmeɪkə(r), ɔːt, 1
ˈɔːtəʊˌmeɪkə(r), əʊm, 2
ˈɔːtəʊˌmeɪkə(r), eɪk, 3
ˈɔːtəʊˌmeɪkə(r), ər, 4
ˈɔːtəˌmeɪtɪd, ɔːt, 1
ˈɔːtəˌmeɪtɪd, əm, 2
ˈɔːtəˌmeɪtɪd, eɪt, 3
ˈɔːtəˌmeɪtɪd, yd, 4
ˈɔːθə(r), ɔːθ, 1
ˈɔːθə(r), ər, 2
ˈɔːθəraɪz, ɔːθ, 1
ˈɔːθəraɪz, ər, 2
ˈɔːθəraɪz, aɪz, 3
ˈɔːθəˌraɪzdˈɔθərˌaɪzd, ɔːθ, 1
ˈɔːθəˌraɪzdˈɔθərˌaɪzd, ər, 2
ˈɔːθəˌraɪzdˈɔθərˌaɪzd, aɪz, 3
ˈɔːθəˌraɪzdˈɔθərˌaɪzd, ər, 4
ˈɔːθəˌraɪzdˈɔθərˌaɪzd, aɪz, 5
ˈəʊldə, əʊl, 1
ˈəʊnə(r), əʊn, 1
ˈəʊnə(r), ər, 2
ˈəʊp(ə)nə(r), əʊp, 1
ˈəʊp(ə)nə(r), ən, 2
ˈəʊp(ə)nə(r), ər, 3
ˈəʊp(ə)nɪŋ, əʊp, 1
ˈəʊp(ə)nɪŋ, ən, 2
ˈəʊp(ə)nɪŋ, yŋ, 3
ˈəʊpən, əʊp, 1
ˈəʊpən, ən, 2
ˈəʊvə(r)siːz, əʊv, 1
ˈəʊvə(r)siːz, ər, 2
ˈəʊvə(r)siːz, iːz, 3
ˈəʊvə(r)ˌhedz, əʊv, 1
ˈəʊvə(r)ˌhedz, ər, 2
ˈəʊvə(r)ˌhedz, ed, 3
ˈɛkəʊz, əʊz, 1
ˈɛskəˌleɪtɪŋ, əl, 1
ˈɛskəˌleɪtɪŋ, eɪt, 2
ˈɛskəˌleɪtɪŋ, yŋ, 3
ˈɛərən, ər, 1
ˈɛərən, ən, 2
ˈɜː(r)li, ɜːr, 1
ˈɜː(r)liə(r), ɜːr, 1
ˈɜː(r)nə(r), ɜːr, 1
ˈɜː(r)nə(r), ər, 2
ˈɜː(r)θˌkweɪk, ɜːr, 1
ˈɜː(r)θˌkweɪk, eɪk, 2
ˈɡaɪdˌlaɪnz, aɪd, 1
ˈɡaɪdˌlaɪnz, aɪn, 2
ˈɡeɪmɪŋ, eɪm, 1
ˈɡeɪmɪŋ, yŋ, 2
ˈɡleərɪŋ, eər, 1
ˈɡleərɪŋ, yŋ, 2
ˈɡleɪzɪŋ, eɪz, 1
ˈɡleɪzɪŋ, yŋ, 2
ˈɡraɪndɪŋ, aɪn, 1
ˈɡraɪndɪŋ, yŋ, 2
ˈɡreɪdɪd, eɪd, 1
ˈɡreɪdɪd, yd, 2
ˈɡræn(d)ˌtʃaɪld, æn, 1
ˈɡræn(d)ˌtʃaɪld, aɪl, 2
ˈɡræp(ə)l, æp, 1
ˈɡræp(ə)l, əl, 2
ˈɡrɑːntɪd, ɑːn, 1
ˈɡrɑːntɪd, yd, 2
ˈɡrəʊsə(r), əʊs, 1
ˈɡrəʊsə(r), ər, 2
ˈɡrəʊə(r), ʊər, 1
ˈɡrɪdˌlɒk, yd, 1
ˈɡrɪdˌlɒk, ɒk, 2
ˈɡæmblɪŋ, æm, 1
ˈɡæmblɪŋ, yŋ, 2
ˈɡæðə(r), æð, 1
ˈɡæðə(r), ər, 2
ˈɡæðərɪŋ, æð, 1
ˈɡæðərɪŋ, ər, 2
ˈɡæðərɪŋ, yŋ, 3
ˈɡɑː(r)nə(r), ɑːr, 1
ˈɡɑː(r)nə(r), ər, 2
ˈɡɒt(ə)n, ɒt, 1
ˈɡɒt(ə)n, ən, 2
ˈɡɪftɪd, yf, 1
ˈɡɪftɪd, yd, 2
ˈɡɪv(ə)n, yv, 1
ˈɡɪv(ə)n, ən, 2
ˈɡɪərɪŋ, ɪər, 1
ˈɡɪərɪŋ, yŋ, 2
ˈɡʌvə(r)n, ʌv, 1
ˈɡʌvə(r)n, ər, 2
ˈɡʌvə(r)nmənt, ʌv, 1
ˈɡʌvə(r)nmənt, ər, 2
ˈɡʌvə(r)nmənt, ən, 3
ˈɡʌvə(r)nə(r), ʌv, 1
ˈɡʌvə(r)nə(r), ər, 2
ˈɡʌvə(r)nə(r), ər, 3
ˈɡʌvə(r)nɪŋ, ʌv, 1
ˈɡʌvə(r)nɪŋ, ər, 2
ˈɡʌvə(r)nɪŋ, yŋ, 3
ˈɪlnəs, yl, 1
ˈɪlnəs, əs, 2
ˈɪmplɪˌment, ym, 1
ˈɪmplɪˌment, ym, 2
ˈɪmplɪˌment, en, 3
ˈɪmpækt, ym, 1
ˈɪmpækt, æk, 2
ˈɪmpɔː(r)t, ym, 1
ˈɪmpɔː(r)t, ɔːr, 2
ˈɪmɪɡrənt, ym, 1
ˈɪmɪɡrənt, ən, 2
ˈɪmɪˌteɪtə(r), ym, 1
ˈɪmɪˌteɪtə(r), yt, 2
ˈɪmɪˌteɪtə(r), eɪt, 3
ˈɪmɪˌteɪtə(r), ər, 4
ˈɪndeks, yn, 1
ˈɪndeks, ek, 2
ˈɪndəstri, yn, 1
ˈɪndəstri, əs, 2
ˈɪndɪkeɪt, yn, 1
ˈɪndɪkeɪt, yk, 2
ˈɪndɪkeɪt, eɪt, 3
ˈɪndɪsiːz, yn, 1
ˈɪndɪsiːz, ys, 2
ˈɪndɪsiːz, iːz, 3
ˈɪndɪˌkeɪtə(r), yn, 1
ˈɪndɪˌkeɪtə(r), yk, 2
ˈɪndɪˌkeɪtə(r), eɪt, 3
ˈɪndɪˌkeɪtə(r), ər, 4
ˈɪndʒə(r)d, yn, 1
ˈɪndʒə(r)d, ər, 2
ˈɪndʒəri, yn, 1
ˈɪndʒəri, ər, 2
ˈɪnfluəns, yn, 1
ˈɪnfləʊ, yn, 1
ˈɪnkʌm, yn, 1
ˈɪnkʌm, ʌm, 2
ˈɪnsjʊleɪt, yn, 1
ˈɪnsjʊleɪt, ʊl, 2
ˈɪnsjʊleɪt, eɪt, 3
ˈɪnstrʊmənt, yn, 1
ˈɪnstrʊmənt, ʊm, 2
ˈɪnstrʊmənt, ən, 3
